Book,hadithId,Matn,Sanad
صحيح البخاري,4199, : لرجل غني يعمل بطاعة ه   ثم بعث ه له الشيطان  فعمل بالمعاصي حتى أغرق أعماله   .,"['إبراهيم', 'هشام', 'ابن جريج', 'عبد ه بن أبي مليكة', 'ابن عباس', 'أبا بكر بن أبي مليكة', 'عبيد بن عمير', 'عمر']"
صحيح البخاري,4200,"  رضي ه  , يقول :  النبي  :  ليس المسكين الذي ترده التمرة والتمرتان , ولا قمة ولا قمتان , إنما المسكين الذي يتعفف , واقرءوا إن شئتم    يعني قوله لا يسألون الناس إلحافا  273 .","['ابن أبي مريم', 'محمد بن جعفر', 'شريك بن أبي نمر', 'عطاء بن يسار', 'وعبد الرحمن بن أبي عمرة الأنصاري', 'أبا هريرة']"
صحيح البخاري,4201,"  رضي ه ا , ت :  لما نزلت الآيات من آخر سورة البقرة في الربا قرأها رسول ه  على الناس  ثم حرم التجارة في الخمر   .","['عمر بن حفص بن غياث', 'أبي', 'الأعمش', 'مسلم', 'مسروق', 'عائشة']"
صحيح البخاري,4202,"  , أنها ت :  لما أنزلت الآيات الأواخر من سورة البقرة خرج رسول ه  فتلاهن في المسجد  فحرم التجارة في الخمر   .","['بشر بن خالد', 'محمد بن جعفر', 'شعبة', 'سليمان الأعمش', 'أبا الضحى', 'مسروق', 'عائشة']"
صحيح البخاري,4203,   ت :  لما أنزلت الآيات من آخر سورة البقرة قرأهن النبي  هم في المسجد وحرم التجارة في الخمر   .,"['محمد بن بشار', 'غندر', 'شعبة', 'منصور', 'أبي الضحى', 'مسروق', 'عائشة']"
صحيح البخاري,4204,"  , ت :  لما أنزلت الآيات من آخر سورة البقرة قام رسول ه  فقرأهن نا  ثم حرم التجارة في الخمر   .","['محمد بن يوسف', 'سفيان', 'منصور', 'والأعمش', 'أبي الضحى', 'مسروق', 'عائشة']"
صحيح البخاري,4205,"   ,  :  آخر آية نزلت   آية الربا   .","['قبيصة بن عقبة', 'سفيان', 'عاصم', 'الشعبي', 'ابن عباس']"
صحيح البخاري,4206,"  ,  أنها قد نسخت وإن تبدوا ما في أنفسكم أو تخفوه  284 الآية   .","['محمد', 'النفيلي', 'مسكين', 'شعبة', 'خالد الحذاء', 'مروان الأصفر', 'ابن عمر']"
صحيح البخاري,4207,"  ,  وإن تبدوا ما في أنفسكم أو تخفوه  284 ,  : نسختها الآية التي بعدها   .","['إسحاق بن منصور', 'روح', 'شعبة', 'خالد الحذاء', 'مروان الأصفر', 'ابن عمر']"
صحيح البخاري,4208,  رضي ه ا  ت : تلا رسول ه  هذه الآية هو الذي أنزل ك الكتاب منه آيات محكمات هن أم الكتاب وأخر متشابهات فأما الذين في قلوبهم زيغ فيتبعون ما تشابه منه ابتغاء الفتنة وابتغاء تأويله وما يعلم تأويله إلا ه والراسخون في العلم يقولون آمنا به كل من عند ربنا وما يذكر إلا أولو الألباب سورة آل عمران آية 7  ت :  رسول ه  :  فإذا رأيت الذين يتبعون ما تشابه منه فأولئك الذين سمى ه فاحذروهم   .,"['عبد ه بن مسلمة', 'يزيد بن إبراهيم التستري', 'ابن أبي مليكة', 'القاسم بن محمد', 'عائشة']"
صحيح البخاري,4209,  رضي ه  : أن النبي   :  ما من مولود يولد إلا والشيطان يمسه حين يولد  فيستهل صارخا من مس الشيطان إياه إلا مريم وابنها    ثم يقول أبو هريرة : واقرءوا إن شئتم وإني أعيذها بك وذريتها من الشيطان الرجيم سورة آل عمران آية 36 .,"['عبد ه بن محمد', 'عبد الرزاق', 'معمر', 'الزهري', 'سعيد بن المسيب', 'أبي هريرة']"
صحيح البخاري,4210,  رضي ه    :  رسول ه  :  من حلف يمين صبر ليقتطع بها مال امرئ مسلم لقي ه وهو ه غضبان  فأنزل ه تصديق ذلك إن الذين يشترون بعهد ه وأيمانهم ثمنا قليلا أولئك لا خلاق لهم في الآخرة سورة آل عمران آية 77 إلى آخر الآية   : فدخل الأشعث بن قيس  و : ما يحدثكم أبو عبد الرحمن  قلنا : كذا وكذا   : في أنزلت  كانت لي بئر في أرض ابن عم لي   النبي  :  بينتك أو يمينه   فقلت : إذا يحلف يا رسول ه  ف النبي  :  من حلف على يمين صبر يقتطع بها مال امرئ مسلم وهو فيها فاجر لقي ه وهو ه غضبان   .,"['حجاج بن منهال', 'أبو عوانة', 'الأعمش', 'أبي وائل', 'عبد ه بن مسعود']"
صحيح البخاري,4211,   :  أن رجلا أقام سلعة في السوق فحلف فيها  لقد أعطى بها ما لم يعطه ليوقع فيها رجلا من المسلمين  فنزلت إن الذين يشترون بعهد ه وأيمانهم ثمنا قليلا سورة آل عمران آية 77 إلى آخر الآية   .,"['<IDF>  هو </IDF>ابن أبي هاشم', 'هشيما', 'العوام بن حوشب', 'إبراهيم بن عبد الرحمن', 'عبد ه بن أبي أوفى']"
صحيح البخاري,4212, :  النبي  :  اليمين على المدعى ه   .,"['نصر بن  بن نصر', 'عبد ه بن داود', 'ابن جريج', 'ابن أبي مليكة', 'ابن عباس']"
صحيح البخاري,4213, : وايم ه لولا أن يؤثروا  الكذب لكذبت  ثم  لترجمانه : سله كيف حسبه فيكم   : قلت : هو فينا ذو حسب   : فهل كان من آبائه ملك   : قلت : لا   : فهل كنتم تتهمونه بالكذب قبل أن يقول ما   قلت : لا   : أيتبعه أشراف الناس أم ضعفاؤهم   : قلت : بل ضعفاؤهم   : يزيدون أو ينقصون   : قلت : لا  بل يزيدون   : هل يرتد أحد منهم عن دينه بعد أن يدخل فيه سخطة له   : قلت : لا   : فهل قاتلتموه   : قلت : نعم   : فكيف كان قتالكم إياه   : قلت : تكون الحرب بيننا وبينه سجالا  يصيب منا ونصيب منه   : فهل يغدر   : قلت : لا  ونحن منه في هذه المدة لا ندري ما هو صانع فيها   : وه ما أمكنني من كلمة أدخل فيها شيئا غير هذه   : فهل  هذا القول أحد قبله  قلت : لا  ثم  لترجمانه : قل له إني سألتك عن حسبه فيكم  فزعمت أنه فيكم ذو حسب  وكذلك الرسل تبعث في أحساب قومها  وسألتك هل كان في آبائه ملك  فزعمت أن لا  فقلت : لو كان من آبائه ملك قلت رجل يطلب ملك آبائه  وسألتك عن أتباعه أضعفاؤهم أم أشرافهم  فقلت : بل ضعفاؤهم  وهم أتباع الرسل  وسألتك هل كنتم تتهمونه بالكذب قبل أن يقول ما   فزعمت أن لا  فعرفت أنه لم يكن ليدع الكذب على الناس  ثم يذهب فيكذب على ه  وسألتك هل يرتد أحد منهم عن دينه بعد أن يدخل فيه سخطة له  فزعمت أن لا  وكذلك الإيمان إذا خالط بشاشة القلوب  وسألتك هل يزيدون أم ينقصون  فزعمت أنهم يزيدون  وكذلك الإيمان حتى يتم  وسألتك هل قاتلتموه  فزعمت أنكم قاتلتموه  فتكون الحرب بينكم وبينه سجالا  ينال منكم  وتنالون منه  وكذلك الرسل تبتلى  ثم تكون لهم العاقبة  وسألتك هل يغدر  فزعمت أنه لا يغدر  وكذلك الرسل لا تغدر  وسألتك هل  أحد هذا القول قبله  فزعمت أن لا  فقلت : لو كان  هذا القول أحد قبله  قلت رجل ائتم بقول قيل قبله   : ثم  : بم يأمركم   : قلت : يأمرنا بالصلاة  والزكاة  والصلة  والعفاف   : إن يك ما تقول فيه حقا  فإنه نبي  وقد كنت أعلم أنه خارج  ولم أك أظنه منكم  ولو أني أعلم أني أخلص إليه  لأحببت لقاءه  ولو كنت عنده لغسلت عن قدميه  وليبلغن ملكه ما تحت قدمي   ثم دعا بكتاب رسول ه   فقرأه  فإذا فيه    من محمد رسول ه إلى هرقل عظيم الروم  سلام على من اتبع الهدى  أما بعد  فإني أدعوك بدعاية الإسلام  أسلم تسلم  وأسلم يؤتك ه أجرك مرتين  فإن توليت  فإن ك إثم الأريسيين  ويا أهل الكتاب تعالوا إلى كلمة سواء بيننا وبينكم  أن لا نعبد إلا ه  إلى قوله : اشهدوا بأنا مسلمون  فلما فرغ من قراءة الكتاب  ارتفعت الأصوات عنده  وكثر غط  وأمر بنا فأخرجنا   فقلت لأصحابي حين خرجنا : لقد أمر أمر ابن أبي كبشة  إنه ليخافه ملك بني الأصفر  فما زلت موقنا بأمر رسول ه  أنه سيظهر  حتى أدخل ه  الإسلام   الزهري : فدعا هرقل عظماء الروم  فجمعهم في دار له  ف : يا معشر الروم  هل لكم في الفلاح والرشد آخر الأبد  وأن يثبت لكم ملككم   : فحاصوا حيصة حمر الوحش إلى الأبواب  فوجدوها قد غلقت  ف :  بهم فدعا بهم  ف : إني إنما اختبرت شدتكم على دينكم  فقد رأيت منكم الذي أحببت  فسجدوا له ورضوا   .,"['إبراهيم بن موسى', 'هشام', 'معمر', 'عبد ه بن محمد', 'عبد الرزاق', 'معمر', 'الزهري', 'عبيد ه بن عبد ه بن عتبة', 'ابن عباس', 'أبو سفيان']"
صحيح البخاري,4214,  رضي ه    : فجعلها لحسان لي منها شيئا .,"['عبد ه بن يوسف', 'إسماعيل', 'مالك', 'وروح بن عبادة', 'يحيى بن يحيى', 'إسحاق بن عبد ه بن أبي طلحة', 'مالك', 'أنس بن مالك', 'محمد بن عبد ه الأنصاري', 'أبي', 'ثمامة', 'أنس']"
صحيح البخاري,4215,   : أن اليهود جاءوا إلى النبي  برجل منهم وامرأة قد زنيا  ف لهم :  كيف تفعلون بمن زنى منكم   وا : نحممهما ونضربهما  ف :  لا تجدون في التوراة الرجم    فوا : لا نجد فيها شيئا  ف لهم عبد ه بن سلام : كذبتم  فأتوا بالتوراة فاتلوها إن كنتم صادقين سورة آل عمران آية 93  فوضع مدراسها الذي يدرسها منهم كفه على آية الرجم  فطفق يقرأ ما دون يده وما وراءها  ولا يقرأ آية الرجم  فنزع يده عن آية الرجم  ف : ما هذه  فلما رأوا ذلك  وا : هي آية الرجم  فأمر بهما  فرجما قريبا من حيث موضع الجنائز عند المسجد  فرأيت صاحبها يحني ها يقيها الحجارة .,"['إبراهيم بن المنذر', 'أبو ضمرة', 'موسى بن عقبة', 'نافع', 'عبد ه بن عمر']"
صحيح البخاري,4216,  رضي ه   كنتم خير أمة أخرجت للناس سورة آل عمران آية 110   :  خير الناس للناس  تأتون بهم في السلاسل في أعناقهم حتى يدخلوا في الإسلام   .,"['محمد بن يوسف', 'سفيان', 'ميسرة', 'أبي حازم', 'أبي هريرة']"
